machine_id,timestamp,temperature,vibration,pressure,humidity
2229,2025-04-03 20:00:00,299.4,1.556,5.402,51.54
2230,2025-04-03 21:00:00,299.4,1.57,3.17,27.04
2231,2025-04-03 22:00:00,299.5,3.742,5.919,45.01
2232,2025-04-03 23:00:00,299.4,0.336,8.818,41.65
2233,2025-04-04 00:00:00,299.5,4.524,1.891,30.99
2234,2025-04-04 01:00:00,299.5,4.276,2.697,73.67
2235,2025-04-04 02:00:00,299.4,3.372,4.785,28.89
2236,2025-04-04 03:00:00,299.4,3.007,8.749,58.14
2237,2025-04-04 04:00:00,299.3,4.472,7.174,73.41
2238,2025-04-04 05:00:00,299.3,1.008,8.186,74.72
2239,2025-04-04 06:00:00,299.3,0.487,3.67,67.59
2240,2025-04-04 07:00:00,299.2,1.274,8.936,30.57
2241,2025-04-04 08:00:00,299.2,3.993,1.823,69.05
2242,2025-04-04 09:00:00,299.2,0.27,1.424,36.59
2243,2025-04-04 10:00:00,299.2,2.956,7.845,75.34
2244,2025-04-04 11:00:00,299.2,4.978,8.418,62.55
2245,2025-04-04 12:00:00,299.3,4.293,1.725,67.12
2246,2025-04-04 13:00:00,299.3,2.655,1.907,25.1
2247,2025-04-04 14:00:00,299.3,0.412,1.265,54.97
2248,2025-04-04 15:00:00,299.2,4.174,1.836,69.27
2249,2025-04-04 16:00:00,299.3,3.035,2.675,71.7
2250,2025-04-04 17:00:00,299.2,0.663,8.761,21.72
2251,2025-04-04 18:00:00,299.2,0.56,6.343,76.35
2252,2025-04-04 19:00:00,299.1,4.557,7.228,22.6
2253,2025-04-04 20:00:00,299.1,3.379,7.209,56.87
2254,2025-04-04 21:00:00,299.2,4.164,5.281,61.6
2255,2025-04-04 22:00:00,299.1,4.407,7.38,26.44
2256,2025-04-04 23:00:00,299.1,2.902,5.766,22.88
2257,2025-04-05 00:00:00,299.1,2.635,3.516,67.09
2258,2025-04-05 01:00:00,299.1,2.209,5.489,43.08
2259,2025-04-05 02:00:00,299.1,1.653,5.268,26.43
2260,2025-04-05 03:00:00,299.1,2.23,7.588,65.76
2261,2025-04-05 04:00:00,299.1,3.892,8.854,70.95
2262,2025-04-05 05:00:00,299.1,3.049,4.288,55.24
2263,2025-04-05 06:00:00,299.1,4.473,7.107,29.67
2264,2025-04-05 07:00:00,299.2,2.273,1.798,20.91
2265,2025-04-05 08:00:00,299.2,3.075,7.215,62.05
2266,2025-04-05 09:00:00,299.2,3.193,3.971,53.01
2267,2025-04-05 10:00:00,299.2,2.999,1.315,59.05
2268,2025-04-05 11:00:00,299.2,3.543,3.906,68.79
2269,2025-04-05 12:00:00,299.2,1.263,5.885,46.05
2270,2025-04-05 13:00:00,299.3,2.611,1.954,27.47
2271,2025-04-05 14:00:00,299.3,0.611,8.392,76.4
2272,2025-04-05 15:00:00,299.2,1.984,1.621,52.72
2273,2025-04-05 16:00:00,299.3,2.49,8.44,56.92
2274,2025-04-05 17:00:00,299.3,3.296,6.657,76.0
2275,2025-04-05 18:00:00,299.3,4.758,3.638,75.9
2276,2025-04-05 19:00:00,299.3,3.043,4.126,54.33
2277,2025-04-05 20:00:00,299.3,3.744,6.926,37.86
2278,2025-04-05 21:00:00,299.3,2.581,5.812,79.83
2279,2025-04-05 22:00:00,299.3,3.207,6.373,60.85
2280,2025-04-05 23:00:00,299.4,0.448,4.113,44.51
2281,2025-04-06 00:00:00,299.4,1.347,4.903,53.59
2282,2025-04-06 01:00:00,299.3,1.873,8.919,44.95
2283,2025-04-06 02:00:00,299.4,2.415,2.711,73.3
2284,2025-04-06 03:00:00,299.2,0.324,4.343,48.95
2285,2025-04-06 04:00:00,299.2,0.786,3.335,69.41
2286,2025-04-06 05:00:00,299.4,1.456,7.121,70.41
2287,2025-04-06 06:00:00,299.4,4.861,7.112,69.46
2288,2025-04-06 07:00:00,299.4,1.724,3.34,63.33
2289,2025-04-06 08:00:00,299.4,2.462,1.651,71.29
2290,2025-04-06 09:00:00,299.4,1.061,1.091,43.23
2291,2025-04-06 10:00:00,299.5,3.093,4.42,26.88
2292,2025-04-06 11:00:00,299.5,1.475,4.283,70.55
2293,2025-04-06 12:00:00,299.6,1.114,8.907,49.89
2294,2025-04-06 13:00:00,299.5,2.631,4.758,27.64
2295,2025-04-06 14:00:00,299.4,0.127,3.051,26.92
2296,2025-04-06 15:00:00,299.4,0.138,8.13,29.55
2297,2025-04-06 16:00:00,299.4,1.173,4.929,65.06
2298,2025-04-06 17:00:00,299.3,0.28,5.793,62.65
2299,2025-04-06 18:00:00,299.3,0.629,1.765,32.23
2300,2025-04-06 19:00:00,299.4,1.76,4.063,70.82
2301,2025-04-06 20:00:00,299.3,4.033,8.554,36.88
2302,2025-04-06 21:00:00,299.2,2.903,5.716,67.58
2303,2025-04-06 22:00:00,299.2,2.612,3.756,49.33
2304,2025-04-06 23:00:00,299.2,1.538,6.005,63.89
2305,2025-04-07 00:00:00,299.1,4.666,8.283,42.88
2306,2025-04-07 01:00:00,299.2,2.045,3.192,40.83
2307,2025-04-07 02:00:00,299.1,0.527,5.041,70.48
2308,2025-04-07 03:00:00,299.0,3.124,8.67,22.12
2309,2025-04-07 04:00:00,299.1,0.658,2.379,78.48
2310,2025-04-07 05:00:00,299.1,1.792,6.757,58.89
2311,2025-04-07 06:00:00,299.0,2.586,5.916,45.95
2312,2025-04-07 07:00:00,299.1,4.384,6.437,57.68
2313,2025-04-07 08:00:00,299.1,2.518,3.81,27.36
2314,2025-04-07 09:00:00,299.1,3.541,3.511,50.84
2315,2025-04-07 10:00:00,299.2,4.965,6.474,79.11
2316,2025-04-07 11:00:00,299.2,0.744,2.724,34.12
2317,2025-04-07 12:00:00,299.2,1.446,4.357,63.34
2318,2025-04-07 13:00:00,299.2,2.033,2.505,46.1
2319,2025-04-07 14:00:00,299.2,2.167,1.066,59.15
2320,2025-04-07 15:00:00,299.2,2.114,8.76,32.29
2321,2025-04-07 16:00:00,299.2,4.547,4.454,48.23
2322,2025-04-07 17:00:00,299.2,3.599,8.755,78.81
2323,2025-04-07 18:00:00,299.2,3.079,2.123,31.72
2324,2025-04-07 19:00:00,299.2,1.616,5.699,58.19
2325,2025-04-07 20:00:00,299.3,4.137,2.608,54.54
2326,2025-04-07 21:00:00,299.3,4.78,7.321,53.9
2327,2025-04-07 22:00:00,299.4,4.124,7.27,56.91
2328,2025-04-07 23:00:00,299.3,0.108,1.901,50.13
2329,2025-04-08 00:00:00,299.3,3.218,8.297,21.02
2330,2025-04-08 01:00:00,299.3,0.351,2.557,74.01
2331,2025-04-08 02:00:00,299.3,1.362,5.904,69.62
2332,2025-04-08 03:00:00,299.3,0.392,8.885,30.45
2333,2025-04-08 04:00:00,299.2,3.059,8.059,44.8
2334,2025-04-08 05:00:00,299.2,3.464,8.653,66.23
2335,2025-04-08 06:00:00,299.2,0.661,3.741,78.8
2336,2025-04-08 07:00:00,299.2,1.981,1.845,77.07
2337,2025-04-08 08:00:00,299.2,2.336,2.507,73.96
2338,2025-04-08 09:00:00,299.2,1.908,5.004,29.5
2339,2025-04-08 10:00:00,299.3,0.693,7.346,74.87
2340,2025-04-08 11:00:00,299.2,2.153,2.201,72.71
2341,2025-04-08 12:00:00,299.1,3.781,6.278,42.62
2342,2025-04-08 13:00:00,299.1,0.448,3.589,43.67
2343,2025-04-08 14:00:00,299.2,0.493,3.73,47.59
2344,2025-04-08 15:00:00,299.1,1.838,6.295,59.37
2345,2025-04-08 16:00:00,299.2,4.714,4.736,35.65
2346,2025-04-08 17:00:00,299.2,3.376,7.496,21.38
2347,2025-04-08 18:00:00,299.2,3.425,2.247,28.47
2348,2025-04-08 19:00:00,299.2,1.873,7.32,46.41
2349,2025-04-08 20:00:00,299.2,3.009,1.514,36.92
2350,2025-04-08 21:00:00,299.3,0.15,2.552,65.87
2351,2025-04-08 22:00:00,299.3,3.217,6.249,26.4
2352,2025-04-08 23:00:00,299.2,4.575,7.839,75.05
2353,2025-04-09 00:00:00,299.3,3.102,3.021,73.72
2354,2025-04-09 01:00:00,299.2,4.381,3.618,74.53
2355,2025-04-09 02:00:00,299.3,3.647,5.297,64.38
2356,2025-04-09 03:00:00,299.3,0.691,2.693,26.42
2357,2025-04-09 04:00:00,299.3,4.522,7.489,46.29
2358,2025-04-09 05:00:00,299.3,0.426,7.189,27.88
2359,2025-04-09 06:00:00,299.2,2.716,2.162,79.26
2360,2025-04-09 07:00:00,299.3,0.796,4.711,39.98
2361,2025-04-09 08:00:00,299.2,0.157,7.199,55.12
2362,2025-04-09 09:00:00,299.2,2.168,3.699,66.76
2363,2025-04-09 10:00:00,299.3,1.546,6.065,75.24
2364,2025-04-09 11:00:00,299.3,2.481,1.402,65.33
2365,2025-04-09 12:00:00,299.2,2.928,5.87,60.47
2366,2025-04-09 13:00:00,299.4,0.314,2.221,47.96
2367,2025-04-09 14:00:00,299.3,0.703,7.645,56.32
2368,2025-04-09 15:00:00,299.3,2.837,3.844,25.65
2369,2025-04-09 16:00:00,299.3,1.782,3.252,73.04
2370,2025-04-09 17:00:00,299.2,3.673,7.727,52.63
2371,2025-04-09 18:00:00,299.2,3.296,1.401,22.41
2372,2025-04-09 19:00:00,299.3,4.243,4.173,75.19
2373,2025-04-09 20:00:00,299.3,3.493,3.96,49.36
2374,2025-04-09 21:00:00,299.2,2.207,3.278,72.12
2375,2025-04-09 22:00:00,299.2,3.398,8.294,71.41
2376,2025-04-09 23:00:00,299.2,1.449,7.007,68.95
2377,2025-04-10 00:00:00,299.2,1.601,1.511,23.68
2378,2025-04-10 01:00:00,299.2,3.966,6.717,34.82
2379,2025-04-10 02:00:00,299.1,2.287,5.218,72.53
2380,2025-04-10 03:00:00,299.1,4.012,8.207,73.94
2381,2025-04-10 04:00:00,299.0,4.13,3.504,47.48
2382,2025-04-10 05:00:00,299.1,4.302,5.593,46.4
2383,2025-04-10 06:00:00,299.1,4.592,5.006,30.51
2384,2025-04-10 07:00:00,299.1,2.212,4.916,78.1
2385,2025-04-10 08:00:00,299.1,1.662,4.649,32.79
2386,2025-04-10 09:00:00,299.1,2.953,2.645,31.46
2387,2025-04-10 10:00:00,299.1,1.919,7.046,59.64
2388,2025-04-10 11:00:00,299.2,3.045,4.611,34.57
2389,2025-04-10 12:00:00,299.2,3.557,8.668,76.33
2390,2025-04-10 13:00:00,299.2,3.473,3.086,20.65
2391,2025-04-10 14:00:00,299.2,1.935,6.462,20.35
2392,2025-04-10 15:00:00,299.2,0.918,8.526,50.29
2393,2025-04-10 16:00:00,299.2,2.21,6.308,49.28
2394,2025-04-10 17:00:00,299.2,0.799,7.97,29.8
2395,2025-04-10 18:00:00,299.2,4.461,7.62,49.67
2396,2025-04-10 19:00:00,299.2,1.795,3.881,44.7
2397,2025-04-10 20:00:00,299.1,0.857,5.801,73.42
2398,2025-04-10 21:00:00,299.2,0.225,2.25,20.56
2399,2025-04-10 22:00:00,299.2,3.265,5.284,78.58
2400,2025-04-10 23:00:00,299.2,3.221,2.843,57.46
2401,2025-04-11 00:00:00,299.2,1.769,6.95,29.11
2402,2025-04-11 01:00:00,299.2,0.451,5.224,22.81
2403,2025-04-11 02:00:00,299.2,2.107,4.29,52.29
2404,2025-04-11 03:00:00,299.2,1.625,3.15,34.09
2405,2025-04-11 04:00:00,299.1,3.418,8.99,38.07
2406,2025-04-11 05:00:00,299.1,3.068,1.574,34.71
2407,2025-04-11 06:00:00,299.1,1.887,1.348,59.01
2408,2025-04-11 07:00:00,299.1,1.168,2.738,53.21
2409,2025-04-11 08:00:00,299.0,4.941,8.769,24.68
2410,2025-04-11 09:00:00,299.1,2.325,8.834,51.59
2411,2025-04-11 10:00:00,299.1,3.473,6.239,67.47
2412,2025-04-11 11:00:00,299.0,0.789,8.041,24.87
2413,2025-04-11 12:00:00,299.1,2.479,2.712,73.38
2414,2025-04-11 13:00:00,299.0,0.235,8.776,54.7
2415,2025-04-11 14:00:00,299.1,2.577,2.142,77.04
2416,2025-04-11 15:00:00,299.1,4.824,1.809,28.89
2417,2025-04-11 16:00:00,299.0,1.983,1.898,79.61
2418,2025-04-11 17:00:00,298.9,0.291,5.585,58.66
2419,2025-04-11 18:00:00,298.9,0.252,7.248,54.05
2420,2025-04-11 19:00:00,298.9,2.001,3.933,50.92
2421,2025-04-11 20:00:00,298.8,0.884,8.823,21.42
2422,2025-04-11 21:00:00,298.9,0.214,4.475,76.38
2423,2025-04-11 22:00:00,298.8,3.805,2.204,58.64
2424,2025-04-11 23:00:00,298.9,2.347,4.728,25.5
2425,2025-04-12 00:00:00,298.9,1.517,6.432,21.26
2426,2025-04-12 01:00:00,298.8,4.51,7.658,23.05
2427,2025-04-12 02:00:00,298.9,0.669,4.67,56.56
2428,2025-04-12 03:00:00,298.9,4.784,5.749,56.84
2429,2025-04-12 04:00:00,299.0,1.638,3.139,49.98
2430,2025-04-12 05:00:00,298.9,4.453,6.167,38.41
2431,2025-04-12 06:00:00,298.9,3.054,8.888,51.9
2432,2025-04-12 07:00:00,298.9,4.151,1.392,50.98
2433,2025-04-12 08:00:00,298.9,4.922,8.092,21.16
2434,2025-04-12 09:00:00,299.0,1.513,5.498,36.95
2435,2025-04-12 10:00:00,299.0,4.81,3.017,23.19
2436,2025-04-12 11:00:00,298.9,2.008,8.639,74.01
2437,2025-04-12 12:00:00,299.0,1.989,4.867,63.51
2438,2025-04-12 13:00:00,299.1,1.768,3.654,79.77
2439,2025-04-12 14:00:00,299.1,2.753,2.452,38.13
2440,2025-04-12 15:00:00,299.1,0.855,2.956,72.71
2441,2025-04-12 16:00:00,299.1,2.813,7.663,56.18
2442,2025-04-12 17:00:00,299.1,2.754,5.915,47.19
2443,2025-04-12 18:00:00,299.1,3.833,8.306,33.35
2444,2025-04-12 19:00:00,299.1,4.185,2.856,64.3
2445,2025-04-12 20:00:00,299.2,2.258,1.969,74.25
2446,2025-04-12 21:00:00,299.2,1.581,1.049,34.12
2447,2025-04-12 22:00:00,299.3,1.371,5.063,30.52
2448,2025-04-12 23:00:00,299.3,1.054,8.986,61.77
2449,2025-04-13 00:00:00,299.4,0.382,6.56,78.62
2450,2025-04-13 01:00:00,299.3,1.778,3.467,65.0
2451,2025-04-13 02:00:00,299.2,1.424,8.015,37.07
2452,2025-04-13 03:00:00,299.2,4.835,7.254,45.2
2453,2025-04-13 04:00:00,299.1,2.833,1.123,43.06
2454,2025-04-13 05:00:00,299.0,1.802,7.535,71.13
2455,2025-04-13 06:00:00,299.0,2.944,3.404,66.28
2456,2025-04-13 07:00:00,299.0,0.782,2.197,55.34
2457,2025-04-13 08:00:00,299.1,2.276,2.811,36.5
2458,2025-04-13 09:00:00,299.0,3.169,4.749,76.28
2459,2025-04-13 10:00:00,299.0,2.496,4.399,59.2
2460,2025-04-13 11:00:00,299.0,2.069,3.311,78.23
2461,2025-04-13 12:00:00,299.0,4.97,2.378,54.81
2462,2025-04-13 13:00:00,298.9,4.414,7.098,69.27
2463,2025-04-13 14:00:00,298.9,3.155,8.921,68.79
2464,2025-04-13 15:00:00,298.9,2.89,7.222,40.24
2465,2025-04-13 16:00:00,298.9,3.141,3.367,77.84
2466,2025-04-13 17:00:00,298.9,1.086,2.958,21.32
2467,2025-04-13 18:00:00,299.0,2.036,2.741,66.12
2468,2025-04-13 19:00:00,298.9,0.293,2.094,77.93
2469,2025-04-13 20:00:00,298.9,2.43,5.411,40.33
2470,2025-04-13 21:00:00,299.0,2.761,5.843,58.89
2471,2025-04-13 22:00:00,298.9,1.216,6.644,53.73
2472,2025-04-13 23:00:00,298.9,4.824,6.442,65.69
2473,2025-04-14 00:00:00,298.9,4.556,3.339,71.97
2474,2025-04-14 01:00:00,298.9,3.639,3.642,56.18
2475,2025-04-14 02:00:00,298.9,2.714,6.452,68.95
2476,2025-04-14 03:00:00,298.9,4.363,3.796,38.74
2477,2025-04-14 04:00:00,298.9,0.74,2.701,33.72
2478,2025-04-14 05:00:00,298.9,3.973,3.995,45.84
2479,2025-04-14 06:00:00,298.9,0.712,3.177,60.66
2480,2025-04-14 07:00:00,299.0,3.992,1.707,31.23
2481,2025-04-14 08:00:00,299.0,1.451,7.641,60.82
2482,2025-04-14 09:00:00,299.0,4.398,7.825,43.65
2483,2025-04-14 10:00:00,298.9,4.726,2.758,67.73
2484,2025-04-14 11:00:00,298.9,0.829,1.518,22.21
2485,2025-04-14 12:00:00,298.8,2.367,6.911,60.08
2486,2025-04-14 13:00:00,298.8,4.907,2.692,58.99
2487,2025-04-14 14:00:00,298.9,2.469,4.147,76.46
2488,2025-04-14 15:00:00,298.9,4.331,1.513,62.8
2489,2025-04-14 16:00:00,298.9,2.985,2.81,67.78
2490,2025-04-14 17:00:00,298.9,1.939,7.343,74.28
2491,2025-04-14 18:00:00,299.1,1.5,7.435,60.5
2492,2025-04-14 19:00:00,299.1,1.096,2.657,37.41
2493,2025-04-14 20:00:00,299.0,3.833,3.687,72.19
2494,2025-04-14 21:00:00,299.0,1.994,2.074,64.85
2495,2025-04-14 22:00:00,299.1,2.605,1.593,45.47
2496,2025-04-14 23:00:00,299.1,2.512,8.937,62.63
2497,2025-04-15 00:00:00,299.2,2.929,6.245,72.06
2498,2025-04-15 01:00:00,299.2,4.341,5.337,78.54
2499,2025-04-15 02:00:00,299.1,4.906,7.124,77.14
2500,2025-04-15 03:00:00,299.1,2.097,7.721,39.52
2501,2025-04-15 04:00:00,299.1,4.155,7.454,45.3
2502,2025-04-15 05:00:00,299.1,3.846,1.132,26.57
2503,2025-04-15 06:00:00,299.2,2.91,2.494,34.85
2504,2025-04-15 07:00:00,299.2,4.785,6.239,72.95
2505,2025-04-15 08:00:00,299.2,1.082,4.006,41.65
2506,2025-04-15 09:00:00,299.2,0.635,8.86,57.23
2507,2025-04-15 10:00:00,299.2,4.284,6.323,59.96
2508,2025-04-15 11:00:00,299.2,2.252,8.652,66.91
2509,2025-04-15 12:00:00,299.0,4.25,2.612,30.97
2510,2025-04-15 13:00:00,299.0,4.476,7.912,38.29
2511,2025-04-15 14:00:00,299.1,0.406,3.571,46.9
2512,2025-04-15 15:00:00,299.0,4.429,8.917,41.89
2513,2025-04-15 16:00:00,298.9,2.297,2.262,78.97
2514,2025-04-15 17:00:00,299.0,2.601,5.131,70.1
2515,2025-04-15 18:00:00,298.9,3.17,7.343,48.78
2516,2025-04-15 19:00:00,298.8,4.639,4.461,72.76
2517,2025-04-15 20:00:00,298.8,0.194,4.745,40.86
2518,2025-04-15 21:00:00,298.8,2.437,8.891,67.15
2519,2025-04-15 22:00:00,298.9,3.47,4.402,33.42
2520,2025-04-15 23:00:00,298.8,3.641,5.833,66.34
2521,2025-04-16 00:00:00,298.8,3.493,1.436,47.39
2522,2025-04-16 01:00:00,298.8,0.759,7.738,26.45
2523,2025-04-16 02:00:00,298.8,1.567,6.185,36.4
2524,2025-04-16 03:00:00,298.8,1.858,4.232,44.14
2525,2025-04-16 04:00:00,298.8,4.042,1.129,64.96
2526,2025-04-16 05:00:00,298.8,1.466,5.733,24.38
2527,2025-04-16 06:00:00,298.8,1.132,1.101,59.57
2528,2025-04-16 07:00:00,298.8,4.791,1.01,62.96
2529,2025-04-16 08:00:00,298.8,0.143,5.929,59.24
2530,2025-04-16 09:00:00,298.8,4.989,2.512,65.64
2531,2025-04-16 10:00:00,298.9,3.416,2.535,30.69
2532,2025-04-16 11:00:00,298.8,4.159,6.226,55.23
2533,2025-04-16 12:00:00,298.9,1.544,1.43,76.47
2534,2025-04-16 13:00:00,298.8,0.17,3.507,56.65
2535,2025-04-16 14:00:00,298.9,3.716,2.195,56.68
2536,2025-04-16 15:00:00,299.0,4.187,5.641,64.19
2537,2025-04-16 16:00:00,298.9,3.728,6.294,39.99
2538,2025-04-16 17:00:00,298.9,0.8,6.769,62.03
2539,2025-04-16 18:00:00,299.1,3.792,3.042,74.97
2540,2025-04-16 19:00:00,299.1,3.868,1.714,20.65
2541,2025-04-16 20:00:00,299.1,3.327,1.629,72.21
2542,2025-04-16 21:00:00,299.1,3.854,4.409,33.12
2543,2025-04-16 22:00:00,299.2,4.245,8.567,47.36
2544,2025-04-16 23:00:00,299.3,3.107,2.742,71.14
2545,2025-04-17 00:00:00,299.2,0.534,3.054,69.43
2546,2025-04-17 01:00:00,299.2,2.489,1.807,73.52
2547,2025-04-17 02:00:00,299.2,0.48,5.845,76.43
2548,2025-04-17 03:00:00,299.2,2.097,6.439,46.83
2549,2025-04-17 04:00:00,299.3,2.095,6.143,59.38
2550,2025-04-17 05:00:00,299.4,0.423,7.889,43.43
2551,2025-04-17 06:00:00,299.4,1.809,4.891,41.04
2552,2025-04-17 07:00:00,299.3,0.644,2.076,45.9
2553,2025-04-17 08:00:00,299.3,4.06,3.315,64.58
2554,2025-04-17 09:00:00,299.3,4.744,6.299,50.09
2555,2025-04-17 10:00:00,299.3,0.454,5.905,68.84
2556,2025-04-17 11:00:00,299.3,4.78,5.248,64.71
2557,2025-04-17 12:00:00,299.3,2.661,6.464,21.23
2558,2025-04-17 13:00:00,299.4,1.568,6.099,57.81
2559,2025-04-17 14:00:00,299.2,0.477,8.051,46.19
2560,2025-04-17 15:00:00,299.3,2.553,5.688,47.4
2561,2025-04-17 16:00:00,299.4,3.993,7.229,69.1
2562,2025-04-17 17:00:00,299.4,3.565,2.99,52.86
2563,2025-04-17 18:00:00,299.3,0.346,6.425,73.14
2564,2025-04-17 19:00:00,299.3,0.457,8.218,62.77
2565,2025-04-17 20:00:00,299.3,2.074,4.086,53.17
2566,2025-04-17 21:00:00,299.4,1.547,7.233,65.27
2567,2025-04-17 22:00:00,299.3,1.239,6.798,22.3
2568,2025-04-17 23:00:00,299.4,1.477,1.476,21.63
2569,2025-04-18 00:00:00,299.6,4.037,5.652,25.0
2570,2025-04-18 01:00:00,299.5,4.653,2.042,46.25
2571,2025-04-18 02:00:00,299.6,2.085,8.739,34.13
2572,2025-04-18 03:00:00,299.5,4.54,7.491,79.06
2573,2025-04-18 04:00:00,299.4,1.675,1.878,52.54
2574,2025-04-18 05:00:00,299.5,2.435,1.974,59.74
2575,2025-04-18 06:00:00,299.5,1.208,5.756,36.73
2576,2025-04-18 07:00:00,299.5,3.238,3.759,39.31
2577,2025-04-18 08:00:00,299.5,4.897,1.279,40.13
2578,2025-04-18 09:00:00,299.5,3.057,5.333,61.92
2579,2025-04-18 10:00:00,299.4,1.853,4.103,48.42
2580,2025-04-18 11:00:00,299.3,3.274,1.809,51.06
2581,2025-04-18 12:00:00,299.3,0.702,7.415,55.52
2582,2025-04-18 13:00:00,299.2,4.454,8.321,66.13
2583,2025-04-18 14:00:00,299.2,2.565,7.053,25.42
2584,2025-04-18 15:00:00,299.2,2.302,7.579,66.61
2585,2025-04-18 16:00:00,299.1,2.971,2.732,53.79
2586,2025-04-18 17:00:00,299.0,3.161,3.109,60.15
2587,2025-04-18 18:00:00,299.0,0.452,2.668,39.65
2588,2025-04-18 19:00:00,299.0,3.445,7.121,44.56
2589,2025-04-18 20:00:00,299.0,1.285,8.583,33.87
2590,2025-04-18 21:00:00,299.0,3.598,6.735,78.76
2591,2025-04-18 22:00:00,299.0,4.13,8.052,49.82
2592,2025-04-18 23:00:00,298.9,4.039,6.11,79.76
2593,2025-04-19 00:00:00,298.9,2.807,4.101,49.39
2594,2025-04-19 01:00:00,298.9,2.649,4.406,33.19
2595,2025-04-19 02:00:00,298.8,0.8,1.603,50.45
2596,2025-04-19 03:00:00,298.8,3.899,1.252,22.38
2597,2025-04-19 04:00:00,299.0,1.43,6.564,74.29
2598,2025-04-19 05:00:00,299.0,2.534,4.507,69.11
2599,2025-04-19 06:00:00,299.1,1.493,5.418,63.55
2600,2025-04-19 07:00:00,299.2,0.756,5.461,56.59
2601,2025-04-19 08:00:00,299.3,3.185,3.219,54.79
2602,2025-04-19 09:00:00,299.3,0.366,4.807,79.8
2603,2025-04-19 10:00:00,299.4,3.768,4.766,36.68
2604,2025-04-19 11:00:00,299.3,1.656,4.107,66.78
2605,2025-04-19 12:00:00,299.3,0.101,7.565,54.88
2606,2025-04-19 13:00:00,299.4,2.605,4.609,78.55
2607,2025-04-19 14:00:00,299.4,0.33,5.829,69.67
2608,2025-04-19 15:00:00,299.4,1.453,8.164,79.91
2609,2025-04-19 16:00:00,299.5,3.564,7.93,55.3
2610,2025-04-19 17:00:00,299.4,0.407,8.123,32.27
2611,2025-04-19 18:00:00,299.4,4.213,3.16,50.22
2612,2025-04-19 19:00:00,299.4,0.119,1.28,62.67
2613,2025-04-19 20:00:00,299.4,1.309,3.089,66.46
2614,2025-04-19 21:00:00,299.3,3.73,3.23,20.03
2615,2025-04-19 22:00:00,299.3,1.65,8.275,50.3
2616,2025-04-19 23:00:00,299.3,0.599,6.194,34.11
2617,2025-04-20 00:00:00,299.4,1.865,1.654,72.49
2618,2025-04-20 01:00:00,299.4,1.425,2.083,29.17
2619,2025-04-20 02:00:00,299.4,4.229,2.245,59.99
2620,2025-04-20 03:00:00,299.4,1.635,6.043,35.96
2621,2025-04-20 04:00:00,299.4,3.966,6.883,41.39
2622,2025-04-20 05:00:00,299.5,4.47,7.877,76.43
2623,2025-04-20 06:00:00,299.6,2.226,8.525,34.43
2624,2025-04-20 07:00:00,299.6,4.559,2.614,25.7
2625,2025-04-20 08:00:00,299.7,1.949,3.478,24.16
2626,2025-04-20 09:00:00,299.7,4.824,2.923,50.28
2627,2025-04-20 10:00:00,299.7,0.538,3.87,58.5
2628,2025-04-20 11:00:00,299.8,3.466,8.317,39.64
2629,2025-04-20 12:00:00,299.9,2.52,5.601,61.42
2630,2025-04-20 13:00:00,300.0,1.999,6.906,23.66
2631,2025-04-20 14:00:00,300.0,3.2,4.921,71.44
2632,2025-04-20 15:00:00,300.0,3.549,1.231,68.99
2633,2025-04-20 16:00:00,300.0,0.121,1.514,79.13
2634,2025-04-20 17:00:00,300.1,0.918,5.303,76.19
2635,2025-04-20 18:00:00,300.0,3.594,6.75,41.37
2636,2025-04-20 19:00:00,299.9,3.365,2.723,43.96
2637,2025-04-20 20:00:00,299.9,4.834,6.775,64.76
2638,2025-04-20 21:00:00,299.9,3.829,7.485,28.04
2639,2025-04-20 22:00:00,299.8,4.759,4.295,38.84
2640,2025-04-20 23:00:00,299.8,3.542,6.971,27.11
2641,2025-04-21 00:00:00,299.9,1.56,4.232,47.29
2642,2025-04-21 01:00:00,299.8,0.616,6.427,53.12
2643,2025-04-21 02:00:00,299.8,3.931,7.112,32.67
2644,2025-04-21 03:00:00,299.8,3.256,8.935,21.6
2645,2025-04-21 04:00:00,299.8,0.336,3.763,63.16
2646,2025-04-21 05:00:00,299.9,1.864,4.288,21.2
2647,2025-04-21 06:00:00,299.8,4.788,2.325,78.4
2648,2025-04-21 07:00:00,299.8,2.552,2.633,33.3
2649,2025-04-21 08:00:00,299.8,2.22,6.547,59.83
2650,2025-04-21 09:00:00,299.9,2.343,8.336,46.09
2651,2025-04-21 10:00:00,299.9,1.124,4.157,23.58
2652,2025-04-21 11:00:00,299.9,1.907,2.439,48.33
2653,2025-04-21 12:00:00,299.9,1.912,3.281,51.01
2654,2025-04-21 13:00:00,299.9,0.357,4.64,71.28
2655,2025-04-21 14:00:00,299.9,3.861,3.325,63.94
2656,2025-04-21 15:00:00,299.8,2.141,2.869,24.76
2657,2025-04-21 16:00:00,299.9,4.129,6.888,32.55
2658,2025-04-21 17:00:00,300.0,4.267,1.063,38.71
2659,2025-04-21 18:00:00,300.0,1.139,5.314,26.98
2660,2025-04-21 19:00:00,299.8,3.321,7.35,47.41
2661,2025-04-21 20:00:00,299.8,2.414,3.13,79.06
2662,2025-04-21 21:00:00,299.9,4.413,5.826,50.88
2663,2025-04-21 22:00:00,299.9,1.157,6.351,64.51
2664,2025-04-21 23:00:00,299.9,3.421,6.24,60.98
